id_arc;lstpoints;parent;highway;nomvoie;surface
168455750-1;[1797177107, 1797177114, 10143015155];168455750;service;;asphalt
168455750-2;[10143015155, 7820868070];168455750;service;;asphalt
168455750-3;[7820868070, 10143015161];168455750;service;;asphalt
168455750-4;[10143015161, 5464276307, 1797177124, 5464276308, 10139342010, 10139342012];168455750;service;;asphalt
168455750-5;[10139342012, 10139342011, 1797177129, 5464276309, 1797177127, 5464276310, 8305294696, 1797177126, 8305294698];168455750;service;;asphalt
168455750-6;[8305294698, 8305294695, 10139342013];168455750;service;;asphalt
168455750-7;[10139342013, 10139342009, 5464276311, 1797177122, 5464276304, 10143015160];168455750;service;;asphalt
168455750-8;[10143015160, 7820868071];168455750;service;;asphalt
168455750-9;[7820868071, 10143015156];168455750;service;;asphalt
168455750-10;[10143015156, 1797177111, 10139342016];168455750;service;;asphalt
168455750-11;[10139342016, 8305294688, 1797177098];168455750;service;;asphalt
168456384;[1797187499, 1797187501];168456384;service;;
168458509-1;[1797205794, 5484528580, 5484528581, 2810659501, 255403531, 5484528579, 2810656602, 388497592, 388497593, 8870038247, 1797205772, 8870038248, 255403533, 5484528591];168458509;service;Parking de la Baignade;
168458509-2;[5484528591, 8870038251, 5484528594, 8870038252, 4108173554, 4108173562, 4108173563, 5484528597, 5484528708, 8870038246, 5484528704, 717795313];168458509;service;Parking de la Baignade;
168458514-1;[254920454, 5643153078, 5643153077, 3732064413];168458514;residential;Rue du Bastion Royal;asphalt
168458514-2;[3732064413, 1797205798, 1797205796, 1797205795, 1797205794];168458514;residential;Rue du Bastion Royal;asphalt
168458514-3;[1797205794, 5484528577, 255403511];168458514;residential;Rue du Bastion Royal;asphalt
168459666-1;[1797215397, 2282793947];168459666;residential;Allée Miradour;
168459666-2;[2282793947, 1797215398];168459666;residential;Allée Miradour;
168459666-3;[1797215398, 1797215405, 6406843645, 1797215407, 1797215412];168459666;residential;Allée Miradour;
168459667;[1797215410, 5769950281, 5769950280, 6406843643, 1797215406, 1797215398];168459667;residential;Allée Rose des Vents;
168459672-1;[2282791101, 1797215409, 6406843668];168459672;service;;
168459672-2;[6406843668, 2282791098];168459672;service;;
168459672-3;[2282791098, 1797215403];168459672;service;;
168459673;[1806210315, 1797215416, 1797215411];168459673;residential;Impasse Gayon;asphalt
168459674-1;[1797215415, 3642811720];168459674;residential;Impasse Gayon;asphalt
168459674-2;[3642811720, 1797215411];168459674;residential;Impasse Gayon;asphalt
168463021-1;[1797271583, 1797271582, 1797271581, 1797271580, 1797271579, 1797271573, 1797271571, 1797271568, 1797271567];168463021;service;;
168463021-2;[1797271567, 1797271564, 6212812021];168463021;service;;
168463022;[1797271577, 1797271574, 1797271560];168463022;service;;
168463023;[1797271578, 1797271570, 1797271567];168463023;service;;
168953060-1;[1801329749, 1801329748, 1801329750];168953060;service;Place Paul Bert;asphalt
168953060-2;[1801329750, 1801329751];168953060;service;Place Paul Bert;asphalt
168953060-3;[1801329751, 1801329752, 8437354709];168953060;service;Place Paul Bert;asphalt
168953060-4;[8437354709, 1801329753, 8437354708];168953060;service;Place Paul Bert;asphalt
168953060-5;[8437354708, 1801329756];168953060;service;Place Paul Bert;asphalt
168953060-6;[1801329756, 1801329758, 1801329759];168953060;service;Place Paul Bert;asphalt
168953061;[1801329751, 1801329756];168953061;service;Place Paul Bert;asphalt
168953062;[1801329759, 6154744507, 1801329754, 6154744508, 1801329750];168953062;service;Place Paul Bert;asphalt
169008818-1;[255400676, 4109357219, 2436291971];169008818;pedestrian;Rue d'Espagne;paving_stones
169008818-2;[2436291971, 388382353];169008818;pedestrian;Rue d'Espagne;paving_stones
169008818-3;[388382353, 388382347];169008818;pedestrian;Rue d'Espagne;paving_stones
169008818-4;[388382347, 388382440];169008818;pedestrian;Rue d'Espagne;paving_stones
169008818-5;[388382440, 1801839779, 388382335];169008818;pedestrian;Rue d'Espagne;paving_stones
169008818-6;[388382335, 364415029];169008818;pedestrian;Rue d'Espagne;paving_stones
169009852-1;[1801848709, 4109357934, 1801848708, 364414737];169009852;pedestrian;Rue Victor Hugo;paving_stones
169009852-2;[364414737, 1801848707, 2502504416];169009852;pedestrian;Rue Victor Hugo;paving_stones
169009852-3;[2502504416, 255402215];169009852;pedestrian;Rue Victor Hugo;paving_stones
169009966;[388189759, 6043901033, 1801850120];169009966;residential;Rue Lormand;
169315385;[388382460, 8043795002];169315385;steps;Passage des Cacolets;sett
169316389;[1808592002, 1808592006];169316389;pedestrian;Passage des Menouns;
169316598-1;[570750562, 1804851566, 1804849283];169316598;residential;Rue Neuve;asphalt
169316598-2;[1804849283, 1804851568, 3150311586];169316598;residential;Rue Neuve;asphalt
169316599;[1797271546, 5464276902, 1804849283];169316599;residential;Rue des Graouillats;
169452834-1;[1806149111, 8231858767, 3732064424];169452834;tertiary;Allée des Platanes;asphalt
169452834-2;[3732064424, 5484528559, 1888318079];169452834;tertiary;Allée des Platanes;asphalt
169452834-3;[1888318079, 1806149120, 5484528560, 1806155776];169452834;tertiary;Allée des Platanes;asphalt
169452834-4;[1806155776, 5484528562, 1829833003, 1829833007, 254920454];169452834;tertiary;Allée des Platanes;asphalt
169452835-1;[1806149111, 4014816152, 1806149109, 4014816144, 1806149145];169452835;tertiary;Allée des Platanes;asphalt
169452835-2;[1806149145, 4014816156, 1806149098, 4014816149, 1806149104, 4014816150, 1806149126, 4014816147, 1806149100];169452835;tertiary;Allée des Platanes;asphalt
169452836;[1806149110, 1806149106, 5494546560, 5494546562, 6583692170, 597617167];169452836;tertiary;Rue Pelletier;asphalt
169452837-1;[1806149110, 1806149108, 1806149113, 1806149103, 1806149119];169452837;tertiary;Giratoire Marie-Thérèse Gambade;asphalt
169452837-2;[1806149119, 1806149137, 1806149112, 1806149149, 1806149129, 1806149134, 1806149144];169452837;tertiary;Giratoire Marie-Thérèse Gambade;asphalt
169452838;[1806149118, 3580232893, 1806149147, 1806149139, 1806149148];169452838;service;Place de l'Arsenal;asphalt
169453682-1;[5484526635, 1806155804, 1806155775, 6231013328, 1806155802, 1806155815];169453682;tertiary;Rue Tour de Sault;asphalt
169453682-2;[1806155815, 5484526634, 1806155789, 6231013329, 5494546541, 6231013330, 1806155796, 2441233903, 10311512440];169453682;tertiary;Rue Tour de Sault;asphalt
169453683-1;[1806163908, 1806155808];169453683;pedestrian;Allée des Tarrides;
169453683-2;[1806155808, 1879458792];169453683;pedestrian;Allée des Tarrides;
169453683-3;[1879458792, 2290816467];169453683;pedestrian;Allée des Tarrides;
169453683-4;[2290816467, 1806155785];169453683;pedestrian;Allée des Tarrides;
169453685;[3605927467, 1879458852];169453685;tertiary;Allée de la Poterne;asphalt
169453686-1;[388382470, 1887243154, 1806155779, 4868369139];169453686;unclassified;Avenue Maréchal de Lautrec;asphalt
169453686-2;[4868369139, 1806155780];169453686;unclassified;Avenue Maréchal de Lautrec;asphalt
169453686-3;[1806155780, 2611523786];169453686;unclassified;Avenue Maréchal de Lautrec;asphalt
169453686-4;[2611523786, 6930121452];169453686;unclassified;Avenue Maréchal de Lautrec;asphalt
169454702-1;[1806163934, 1806163926];169454702;pedestrian;Place de la Liberté;paving_stones
169454702-2;[1806163926, 7548100991, 6494566930, 7548100990, 7548100989, 7548100988, 7548100987, 7548100986, 7548100985, 2441529125, 7548099384, 7352104735, 7548100992, 1806163904];169454702;pedestrian;Place de la Liberté;paving_stones
169454702-3;[1806163904, 1806163940, 1806163934];169454702;pedestrian;Place de la Liberté;paving_stones
